gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgChargePerMonth,TenureBucket,MonthlyChargesBucket,churn_probability,risk_bucket,risk_decile,recommended_action
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,0,55.247580645161285,61+,51-75,0.037828344951295424,Low,2,No action
Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,1,102.93928571428572,37-48,100+,0.7387015894493499,High,8,Target retention offer
Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,1,78.17222222222222,7-12,51-75,0.6638220360485307,Medium,8,Watchlist / proactive support
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,0,53.15416666666667,13-24,51-75,0.451715446951132,Medium,6,Watchlist / proactive support
Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,0,43.6139705882353,61+,26-50,0.05403725860816708,Low,2,No action
Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,0,53.12903225806452,25-36,51-75,0.21841917707181596,Low,4,No action
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,1,56.25,0-6,51-75,0.7778870660980935,High,9,Target retention offer
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,1,107.14047619047618,13-24,100+,0.8399433410439643,High,10,Target retention offer
Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,0,96.98015873015873,61+,76-100,0.4400073148651595,Medium,6,Watchlist / proactive support
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,1,79.7,0-6,76-100,0.8567924587903999,High,10,Target retention offer
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,0,61.49426229508197,61+,51-75,0.06608547275511703,Low,2,No action
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,1,68.65,0-6,51-75,0.8189625095728056,High,9,Target retention offer
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,0,22.84722222222222,13-24,0-25,0.13330732323063776,Low,3,No action
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,105.5,0,17.583333333333332,0-6,0-25,0.15943782400665252,Low,4,No action
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,0,100.62424242424242,25-36,76-100,0.8232977747150992,High,9,Target retention offer
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,1,20.465625,13-24,0-25,0.24386163697353075,Low,4,No action
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,0,101.24107142857143,49-60,76-100,0.6302820963061897,Medium,7,Watchlist / proactive support
Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,0,20.23695652173913,13-24,0-25,0.08903638519969234,Low,3,No action
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,0,78.25555555555555,7-12,51-75,0.8301464727151344,High,9,Target retention offer
Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,1,97.84285714285714,13-24,100+,0.8984667041972879,High,10,Target retention offer
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,1,73.81666666666666,13-24,51-75,0.7387703903298655,High,8,Target retention offer
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,0,19.11,0-6,0-25,0.33900828775467146,Low,5,No action
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,0,104.51147540983607,61+,100+,0.61631805689875,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,0,116.46142857142857,61+,100+,0.11246586036983985,Low,3,No action
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,0,104.45,13-24,76-100,0.8564647822562589,High,10,Target retention offer
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,0,16.28125,7-12,0-25,0.08347117564753345,Low,3,No action
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,0,20.26875,7-12,0-25,0.08187714102002204,Low,3,No action
Female,0,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,0,27.5125,0-6,26-50,0.6637862485000221,Medium,8,Watchlist / proactive support
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,0,55.44558823529412,25-36,51-75,0.10760025930293728,Low,3,No action
Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,0,92.68897058823529,61+,76-100,0.05292166094455642,Low,2,No action
Female,0,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,0,50.32222222222222,37-48,51-75,0.11483952679429502,Low,3,No action
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,0,90.75555555555555,7-12,76-100,0.8959181342650313,High,10,Target retention offer
Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,0,56.97727272727273,13-24,51-75,0.36344428357660047,Low,5,No action
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,0,20.6,0-6,0-25,0.3718964479486918,Low,5,No action
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,0,75.22214285714286,61+,51-75,0.03624558107346335,Low,2,No action
Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,0,69.33,7-12,51-75,0.2202265823240423,Low,4,No action
Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,0,83.29305555555555,61+,76-100,0.03593796475116215,Low,2,No action
Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,0,78.04489795918367,49-60,76-100,0.12984010445861266,Low,3,No action
Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,0,71.96388888888889,49-60,51-75,0.11914368395684735,Low,3,No action
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,0,102.58098591549296,61+,100+,0.16125938079119215,Low,4,No action
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.25,412.55,0,18.75227272727273,13-24,0-25,0.14876110706689777,Low,3,No action
Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,0,21.405,49-60,0-25,0.014054844624804344,Low,1,No action
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,0,19.022093023255817,37-48,0-25,0.03930166884543173,Low,2,No action
Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,0,26.028888888888886,37-48,0-25,0.03206125842065006,Low,1,No action
Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,0,102.32265625,61+,100+,0.5412185580013072,Medium,7,Watchlist / proactive support
Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,0,27.202173913043477,13-24,0-25,0.0591823162509382,Low,2,No action
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,0,28.110294117647058,61+,26-50,0.011536516414407704,Low,1,No action
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,1,70.85,0-6,51-75,0.8576712498601,High,10,Target retention offer
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,1,67.35,0-6,51-75,0.8048441224592869,High,9,Target retention offer
Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,0,57.96153846153846,25-36,51-75,0.2006616463926687,Low,4,No action
Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,1,54.150909090909096,49-60,51-75,0.35094193190643563,Low,5,No action
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,0,21.37857142857143,13-24,0-25,0.42445323591590933,Medium,6,Watchlist / proactive support
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,0,82.14999999999999,61+,76-100,0.05578923244972093,Low,2,No action
Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,0,86.99296875,61+,76-100,0.0877126936688075,Low,3,No action
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,1,64.4,7-12,51-75,0.6288977629479547,Medium,7,Watchlist / proactive support
Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,0,73.09385964912282,49-60,51-75,0.0350986438019598,Low,2,No action
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,1,93.5076923076923,13-24,76-100,0.80828356170008,High,9,Target retention offer
Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,1,30.566666666666666,0-6,26-50,0.5273674971960105,Medium,7,Watchlist / proactive support
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,0,109.70069444444444,61+,100+,0.1547801869007134,Low,3,No action
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,0,97.885,37-48,76-100,0.5991815036924683,Medium,7,Watchlist / proactive support
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,0,69.96428571428571,13-24,51-75,0.5830621879079598,Medium,7,Watchlist / proactive support
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,0,45.025,0-6,26-50,0.696422528162641,Medium,8,Watchlist / proactive support
Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,1,112.60681818181818,61+,100+,0.3003486538198943,Low,5,No action
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,1,105.9578947368421,37-48,100+,0.774105848326949,High,9,Target retention offer
Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,1,25.3,0-6,26-50,0.794406898959218,High,9,Target retention offer
Male,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,1,54.22954545454545,13-24,51-75,0.2102406162138169,Low,4,No action
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,20.1,0-6,0-25,0.47257313471277473,Medium,6,Watchlist / proactive support
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,0,79.71000000000001,0-6,76-100,0.8315638635639392,High,9,Target retention offer
Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,0,67.53275862068966,25-36,51-75,0.139576338470228,Low,3,No action
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,1,69.9,0-6,51-75,0.7841353721206111,High,9,Target retention offer
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,63.15,0,21.05,0-6,0-25,0.3616794266831834,Low,5,No action
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1301.1,0,18.325352112676054,61+,0-25,0.005918328078420275,Low,1,No action
Male,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,0,53.78333333333333,7-12,51-75,0.5966646094563994,Medium,7,Watchlist / proactive support
Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,1,105.30232558139535,37-48,100+,0.7903214518369538,High,9,Target retention offer
Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,0,80.996875,37-48,76-100,0.2002963425408954,Low,4,No action
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,0,84.95192307692308,25-36,76-100,0.5839458525270597,Medium,7,Watchlist / proactive support
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,238.15,0,26.461111111111112,7-12,0-25,0.2981875819973081,Low,5,No action
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,1,80.8,0-6,76-100,0.8884838935993518,High,10,Target retention offer
Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,958.15,0,20.829347826086956,37-48,0-25,0.01690915539804043,Low,1,No action
Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,1,59.15,0-6,51-75,0.6754608239083735,Medium,8,Watchlist / proactive support
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,1,76.45,0-6,76-100,0.9005031743054267,High,10,Target retention offer
Male,0,Yes,Yes,64,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,3845.45,0,60.08515625,61+,51-75,0.049013086788269454,Low,2,No action
Female,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.3,1094.5,1,91.20833333333333,7-12,76-100,0.8730966794904949,High,10,Target retention offer
Male,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,1,95.625,0-6,76-100,0.907748175471679,High,10,Target retention offer
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,1267.0,0,21.47457627118644,49-60,0-25,0.026031109017014997,Low,1,No action
Female,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,94.05,633.45,0,90.49285714285715,7-12,76-100,0.7095708419852453,High,8,Target retention offer
Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,6129.65,0,85.13402777777777,61+,76-100,0.06971809956963118,Low,2,No action
Male,1,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.75,1218.25,0,76.140625,13-24,76-100,0.859963893562287,High,10,Target retention offer
Male,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),55.55,1405.3,0,56.211999999999996,25-36,51-75,0.4238328685016997,Medium,6,Watchlist / proactive support
Female,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,1,66.90882352941176,25-36,51-75,0.26772895608236374,Low,4,No action
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,74.5,0-6,51-75,0.8871450926669567,High,10,Target retention offer
Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,1,106.88499999999999,7-12,100+,0.8235049247622069,High,9,Target retention offer
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,533.9,0,22.245833333333334,13-24,0-25,0.1075552854801151,Low,3,No action
Female,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,70.3,676.15,0,67.615,7-12,51-75,0.3378038648615762,Low,5,No action
Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,0,55.13623188405797,61+,51-75,0.04856808508806325,Low,2,No action
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1118.8,0,19.628070175438594,49-60,0-25,0.013762202739909524,Low,1,No action
Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.4,5236.4,0,104.728,49-60,100+,0.3176413380206167,Low,5,No action
Male,0,Yes,Yes,28,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,50.8,1386.8,0,49.528571428571425,25-36,51-75,0.16292133159554917,Low,4,No action
Female,0,No,No,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.15,762.25,1,47.640625,13-24,51-75,0.5151273837767824,Medium,6,Watchlist / proactive support
Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,79.0,1902.0,0,76.08,25-36,76-100,0.3846949584797831,Low,5,No action
Female,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,0,79.68333333333334,0-6,51-75,0.7978218979436743,High,9,Target retention offer
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,0,93.01147540983607,61+,76-100,0.44543977593521317,Medium,6,Watchlist / proactive support
